utterance	label_0	label_1	label_2
너무 쉬기만 했더니 더 피곤하고 멍하네	70	10	20
점점 더 자존감 회복이 안 돼서 미쳐버릴 것 같아	20	70	10
어떤 걸 고를지 너무 오래 고민해요	5	5	90
덜컥 임신해버린 내 자신이 하찮게 느껴져.	20	70	10
아침에 너무 멍해요	70	10	20
아무것도 하기 싫고 눈물만 나고 계속 우울해진다	70	10	20
왜 자꾸 미안한 건지 나도 모르겠어	10	80	10
잠자는 건 괜찮은데 식욕은 없더라고요.	5	5	90
몸이 아프니까 우울함이 심해졌어.	20	10	70
이렇게까지 몸이 축 처진 적이 없는데 왜 이런지 모르겠어	5	5	90
이유없이 수면 시간이 줄었어	20	10	70
임신했다고 회사 사람들이 되게 냉랭하게 굴어	10	70	20
혼자가 되면 너무 서러워져	10	10	80
계속 늘어지게 되니까 아무 것도 할 수가 없네	20	10	70
식사는 하루에 한끼? 많이 먹으면 두 끼 먹어요.	5	5	90
그리고 엄마가 조금만 지적을 해도 금방 화가 나.	70	10	20
나는 진짜 스스로한테 욕을 제일 많이 하는 거 같아	80	10	10
애 낳기 전에는 52kg였는데 지금은 40kg에요.	10	20	70
하지만 지금은 몸도 마음도 지쳤어요.	20	10	70
속에 뭐가 얹힌 것 같아	5	5	90
자꾸 거슬려서 설핏 자게 돼	20	10	70
하루를 아무생각 없이 보낸 적도 많아.	10	20	70
날씨가 좋아도 고독해	10	70	20
그 선배 보자마자 현타 지독하게 오더라…	20	70	10
이렇게 살이 찐 게 아닐까.	10	10	80
애 떨어질까봐 자꾸 자다 깨	10	10	80
책을 아무리 읽어도 진도가 안 나가	20	10	70
요즘 자존감이 진짜 땅바닥을 기어다니는 것 같아.	5	90	5
미친듯이 먹어.	10	20	70
우울한 건 어쩔 수가 없어	80	10	10
살아가는 게 무의미한 거 같아요	80	10	10
사는게 재미가 없어요.	10	20	70
바람을 쐬고 왔는데도 기분이 계속 처지네	90	5	5
그냥 모든 게 헛된 것 같고 울컥하고 이 기분을 말로 설명할 수는 없어	90	5	5
출산일이 다가올수록 초조하고 아무것도 하기 싫어	10	20	70
담배도 못하니까 사는 낙이 없어지고 답답해요	90	5	5
남편때문에 속이 다 울렁거린다	5	5	90
위장이 기능이 제대로 안 되는 것 같아요	20	10	70
다들 나한테 빈정대는 것 같아서 너무 힘들어요	10	70	20
속이 심하게 더부룩해요	20	10	70
그 후부터 한 5일은 입맛도 없고 잠도 못 잤어요.	5	5	90
자다가도 계속 일어나게 되는 이유를 모르겠어	20	10	70
그러다보니까 학교생활이 너무 힘들었어요.	10	20	70
분통이 터져	5	90	5
술을 안 마시니까 기운이 없어요. 	20	10	70
불면증이 너무 심하게 와가지고 수면제 먹는데 너무 답답해	10	10	80
누구 만나는 것도 다 귀찮아 졌거든.	20	10	70
기분은 초조한데 아무것도 할 수 없고 몸은 무거워서 우는 날도 있어	5	5	90
초조한 기분도 들고 다리에 누가 추라도 달아놓은 것처럼 무거워	5	5	90
트라우마가 된 건지 마트도 잘 못 가겠고… 힘드네요.	5	5	90
아침에 운동을 해도 상쾌한 기분이 안 들더라	10	20	70
내 인생이 허무하고 의욕도 없다	10	10	80
정상적인 사고가 안 될 정도로 너무 신경질만 많이 나	70	20	10
병원에 있으면 식욕도 없고 무기력해	10	10	80
더 끔찍하게 외롭고 고독한 것 같아.	5	90	5
그냥 죽고 싶어요.	5	90	5
이런 애길 하면 아무도 이해를 못해주지만요.	5	90	5
낮잠 자고 일어나면 몸이 축 처져	10	20	70
집중력도 바닥이고 의욕도 없어요	10	10	80
짜증나서 적게 먹어	10	10	80
진짜 나오는 길에 고모한테 너무 화가 나는 거야.	70	20	10
내가 엄마 자격이 없나 싶고 짜증만 나	5	90	5
잠깐 산책하는 것도 귀찮아	10	10	80
밥을 잘 못 먹으니까 약을 잘 먹지를 못했어요.	20	10	70
너무 고통스러워서 아무런 말도 하고 싶지 않았어	80	10	10
임신하고 살 쪄서 사람들이 눈초리를 보내.	20	70	10
울적한 건 어떻게 이겨내야 하니	10	10	80
여자애가 아닐 수도 있단 얘길 들으니까 힘이 없네	10	10	80
5일 동안 밥도 제대로 못 먹고, 잠도 거의 못 잤어.	5	5	90
정신적으로 좀 힘들었어.	5	5	90
메슥거리는 건 신랑 때문이야	10	20	70
그 당시에는 진짜 그 자식을 죽여버리고 싶더라고.	70	20	10
근데 요새는 생각도 많고 스트레스도 많고… 그래서 힘들어요.	10	10	80
맨날 우울하니까 이젠 즐거운 게 뭔지도 모르겠어요.	10	20	70
8살 때는 제 밥 다 먹고 동생 것도 엄청 먹다 체한 적도 있어요.	10	20	70
착한 사람들만 있는게 아닌건 알지만…뭔가 사람에게 자꾸 치이다 보니..굉장히 주눅들고 힘들어요.	10	10	80
임신중에 너무 힘들어서 자살하고 싶다는 생각이 든다	20	70	10
사실 당연한 거고 그럴 수 있는 건데 그 때는 아버지가 너무 미웠어요.	70	10	20
몸이 심하게 처져서 병원 가는 것조차 귀찮아	20	10	70
너무 고통스러워.	10	20	70
평소에 화가 진짜 많아서 조금만 눈에 거슬려도 막 화 내고 그래.	70	10	20
차라리 죽는 게 편할까?	20	70	10
밤에 특히 더 침울해져	70	10	20
입덧이랑 컨디션 난조가 너무 심해서 하루 종일 슬프다가 허무하기도 해	70	20	10
만사가 다 귀찮아.	10	20	70
그런데 사고 후부터 무기력해졌어.	5	5	90
몸이 늘어지니까 짜증만 늘었어	10	10	80
하루라도 고통에서 벗어나고 싶어요	80	10	10
선택지가 많으면 더 결정하기 힘들어	10	20	70
몸이 너무 처져서 단축 근무 신청했어	20	10	70
임신하고도 일을 못 그만두니까 너무 피곤하고 몸이 무거워	10	20	70
공허하고 나 혼자인 거 같아	10	70	20
슬슬 너무 지쳐.	10	10	80
남편이 나한테 너무 소홀하니까 살아가는데 희망이 안 생기더라	5	5	90
우울하다고요	80	10	10
미안해 죽겠어	20	70	10
나는 솔직히 작은 언니가 원망스러워.	70	10	20
시식 코너도 아니고 잠도 그렇게 자네	10	20	70
입덧 때문에 식욕이 줄었어	20	10	70
그 사람만 없었어도 내가 이렇게 안 망가졌을 텐데.	90	5	5
사람들이 눈총을 보내서 마음이 너무 아파요.	10	70	20
하루종일 누워서 보내는 거 같아요.	10	20	70
죽고 싶은 마음은 있는데, 진짜로 죽고 싶은 건 아니에요.	5	90	5
사는 게 무엇인가 외롭기만 해	70	20	10
너무 피곤하고 몸이 무거워서 힘들어	5	5	90
누가 나 대신 면접 좀 봐주면 안 되나?	5	5	90
평소에 자주 우울하긴 해.	5	5	90
목을 메면 한번에 죽을까..?	20	70	10
속이 느끼해	5	5	90
내가 잘못 되도 아무도 슬퍼할 것 같지 않아	10	80	10
안절부절못하긴 하는데 하고 싶은 게 없어서 매일 멍 때리고 앉아있어	10	10	80
아무래도 그것도 떨어질 것 같아서 벌써 우울해.	20	10	70
푹 잔 것 같은데도 계속 졸려	20	10	70
잠을 깊게 못 자니까 평상시에 돌겠어	5	5	90
근데 기분이 안 좋을 때는 밑도 끝도 없이 우울해져.	5	5	90
야근을 많이 하니까 비만 된 것 같아	10	10	80
우울할 때는 막 먹어.	10	10	80
3월경에 죽고싶은 마음밖에 안들더라고.	10	80	10
이혼하고 인생을 놔버린것 같아요	5	90	5
친구들이 빈정대는 느낌이 들어서 이제 잘 안 봐.	10	80	10
남편이 바람 난 후로 피해망상에 시달리고 있어	70	10	20
잠을 못 자니까 아기한테 스트레스 줄까 봐 답답해	10	20	70
거울 볼 때마다 깨버리고 싶을 정도로 내 모습이 끔찍해.	10	70	20
나도 모르는 사이에 폭식을 하게 된다	10	10	80
식탐이 좀 있어. 체중 때문에 다이어트 하면서 더 심해진 것 같아.	10	20	70
그냥 내 능력이 여기 까진가.	10	20	70
그래도 가끔 기분이 좀 우울할 때가 있거든.	20	10	70
혼자 있으면 쉽게 잘 수가 없어	5	5	90
나를 케어해주는 사람이 없어서 고독해	20	70	10
사람들이 아무 이유 없이 눈총을 보내는 느낌이야.	20	70	10
남들은 태어날 때 부터 가지고 있던걸 나는 하나도 못 가지고 태어난 것 같아.	90	5	5
진짜 요즘 매일이 너무 우울하고…	20	10	70
집중하고 싶은데 힘들다	20	10	70
뒤척거리는 것때문에 잠도 한숨 못 잤지	10	20	70
친정을 못 가니까 입맛도 떨어지고 우울해	10	20	70
이제 어떤 방해 없이 죽기만 하면 됐어.	10	80	10
진짜 세상이 무너지는 것 같더라.	20	70	10
세상 무너지는 기분이 들어	70	10	20
마음을 다잡아도 자꾸 화가 나고 슬퍼져요.	70	20	10
적적한 마음에 잠도 못 잘 정도야	20	70	10
손가락도 살찐 기분이야	20	10	70
겨울에는 항상 살이 더 쪄	10	10	80
사람들과 대화를 하는데도 혼자 정신이 딴 데 가있어서 힘든 것 같아	80	10	10
집 걱정하느라 잠이 설쳐져요	10	10	80
체중증가로 너무 스트레스야	20	10	70
패배감이 정말 지독하다.	10	80	10
관리 잘한 사람들보면 진 것 같고 그렇게 못한 나한테 속 터지고 그래	10	70	20
평소에도 멍 때린단 소리를 많이 듣긴 해요.	10	20	70
집중이 안 되니까 자꾸 실수하고 기분 좋은 날이 없는 것 같아	10	20	70
일이 잘 안 풀리니까 자도 자도 몸이 무거워	5	5	90
만삭으로 직장 다니는데 너무 참담해 	10	80	10
남편도 돌싱인데 나한테만 손가락질을 해	20	70	10
시어머니때문에 인생 마감해버리고 싶어요	5	90	5
이혼녀라고 사람들이 흉보는것 같아	10	70	20
친구들이 나를 비난하니까 내가 너무 가치 없는 인간같더라고	10	70	20
우울증 생길 것처럼 허무하고 슬펐죠	90	5	5
저녁 시간 때 특히 그렇게 적적할 수가 없어	10	70	20
막달이 되니까 힘이 없는 거 같아	10	20	70
애기때문에 잠도 겨우 나눠서 자	5	5	90
노력은 하는데 용기를 내는 게 너무 어렵네	5	5	90
그 여직원을 죽여버리고 싶었어요.	70	10	20
자는 게 이렇게 힘들 수가 없어요	10	10	80
잘 쉬는데도 점점 기력이 쇠해가는 것 같아	10	20	70
몇 키로가 쪘는지 모르겠어.	10	10	80
헤어지니까 더 먹어.	10	20	70
그저게 자위를 처음 하게 됐는데 자꾸 그게 생각나서 괴로워요.	20	10	70
인생 허무하고 하고 싶은 것도 없다	10	20	70
멍하고 피곤해서 복잡한 업무를 못 하고 있어	80	10	10
따가운 시선을 계속 받으니까 미쳐버릴 것 같아.	5	90	5
직장에 다니면 다닐수록 더 의욕이 떨어져	20	10	70
아기를 혼자 키울 생각을 하니까 너무 막막하고 절망적이더라고	5	90	5
차라리 남편이 내가 게으르다고 혼내기라도 했으면 좋겠어	90	5	5
아무런 능력도 없는 내가 너무 한심스럽다	20	70	10
재수를 해야 할 것 같아 막막하네...	5	90	5
부모님도 나를 믿어주지 않으니까 내가 참 한심스러운거 있지	20	70	10
직장 동료가 차를 줬는데 폐차 수준에 과태료까지 붙은 차라서 정말 화가 났어요.	70	20	10
잠을 못 자니까 매일 아침마다 피곤하고 우울함	10	10	80
자꾸만 배신감에 휩싸이고 이게 뭔가 싶어도 남한테 들키고 싶지 않아	80	10	10
 서럽고 너무너무 자존감 상해	20	70	10
계속 이러니까 자존감이 바닥나는 것 같아요.	10	70	20
친구들 단톡방을 보고 있으면 감정기복이 더 심해지는 거 같아	20	10	70
제 인생이 그냥 다 끝나버린 것 같아요.	10	80	10
사이 좋은 부부들 보면 난 왜 사나 싶고 고독사할 것 같아	70	20	10
우울하고 모든 게 재미없어서 눈물이 나	80	10	10
살기 싫다는 생각이 자꾸 들어요	5	5	90
집안일 외엔 먹고 누워있기만 해	20	10	70
그동안 정말 너무 힘들어서 죽고 싶었어.	10	80	10
직장을 다니고 일을 하는 게 너무 벅차요.	70	20	10
계속 시험 떨어진 것도 그렇고 그렇게 떨어져서 이러고 있는 것도 우울하고…	20	10	70
낯선 타지의 생활도 정말 힘들었어요.	20	10	70
그러다 형이 다시 군대 가면 또 우울해져.	10	20	70
그래서 집에서 요리를 하다가도 갑자기 그냥 칼로 날 찌르고 싶어져.	20	70	10
친구들 만나면 자신이 없어지고 밝은 생각을 못하게 돼	10	80	10
그래서 밤이 지옥같이 느껴져요.	20	10	70
내가 하려는 대로 다들 안 따라주면 되게 화가 나.	90	5	5
나라는 인간이 가치가 없게 느껴져요	20	70	10
거의 열두 시간씩 자	10	20	70
식욕이 떨어지고 구역감도 들어요.	10	10	80
불면증이 점점 더 심해지고 있어	5	5	90
지하철에서 시달렸더니 몸이 처지네	10	10	80
뱃살 엄청 접혀	10	10	80
자다가 숨을 안 쉬는 게 심각해	10	10	80
신경질이 너무 나고 인내심이 줄어든 느낌이야	80	10	10
마음은 울적하고 하지 불안증후군이 심해지고 있어	10	10	80
직원들도 나를 소원하게 대하는 것 같아	10	70	20
그 말 듣자마자 진짜 그 자식 죽여버리고 싶었어.	90	5	5
이거 외에 별다른 증상은 없긴 한데 진짜 너무 우울해서…	5	5	90
요즘 내 무력감 심각한 것 같다	10	10	80
매일 반복되는 일상을 살고 싶었지만 금방 질려서 많은 걸 포기했어.	5	90	5
언제까지 이렇게 살아야 하는 거니..	10	10	80
요새 되는 일이 없어서 침울한 것 같아	70	20	10
신랑한테 무실 당할 때마다 살아가야 하는 이유를 모르겠어	70	20	10
다시 공부할 자신이 없어.	10	10	80
잠 자는 시간이 눈만 잠깐 감는 것 같아	20	10	70
밥 차려먹는 것도 귀찮아	10	10	80
이런 무시들이 반복되니까 너무 화나고 속상해요.	90	5	5
불빛때문에 계속 뒤척이는 것 같아	10	20	70
그걸 직접 확인하고 나니까 더 자존심 상하고…	5	90	5
병원에 가면 다들 나한테 손가락질하는 느낌이 들어	5	90	5
식욕이 너무 없는데 원래 이렇게 식욕도 떨어지고 그래?	20	10	70
다시생각해도 열불나네요.	90	5	5
음악만 들어도 쓸쓸 한 것 같아	20	70	10
나는 정말 하찮은 사람인 거 같아요	10	70	20
내가 세상에서 제일 못났어.	20	70	10
왜 내가 이렇게 고생해야 하지 자꾸 화가 나는 거에요	80	10	10
자꾸 겉돌면 어떡하지	20	70	10
가만히 있을 수가 없어서 10분도 못 앉아 있는 거 같아	5	5	90
성욕이 줄어서 솔직히 좀 힘들어	10	20	70
답답해서 집안일도 제대로 못 하겠어	90	5	5
너무 우울했죠. 잠도 하루에 3~4시간밖에 못 자고 어떤 날은 잠만 잤어요.	10	20	70
이런 게 계속 반복 되니까 저도 너무 지치고 힘들어요.	20	10	70
이유없이 우울하다	70	20	10
신호가 없다니까 자꾸 화가 나고 허탈한 것 같아	70	20	10
다이어트 하는 셈이지 안먹으니까	10	10	80
아들 생각하면 슬프고 우울해서 잠도 안왔어.	10	10	80
움직이면 다리가 너무 아파서 계속 침대에 누워 있었더니 살이 너무 많이 쪘어.	5	5	90
입맛이 너무 없고 복통도 좀 있어요.	20	10	70
고등학교 때부터 잘 우울해지는 편이었어. 그러다가 괜찮을 땐 또 괜찮고.	10	20	70
외출했다 돌아오면 힘이 빠져	10	20	70
다들 어떻게 쉽게 잠드는 건지 모르겠네	5	5	90
그래도 가끔씩 죽고싶다는 생각이 들 때가 있어요.	20	70	10
처음엔 말도 안 통하고… 음식도 입에 안 맞아서 힘들었어요.	5	5	90
마음에 병이 생긴 것 같아	10	10	80
제가 하는 일이 가만히 앉아서 하는 게 아니라 더 힘들었어요.	10	20	70
너무 미워서 머리가 아파	10	70	20
좋은 대학에 간 것도 아니고..오빠에 비해 뭐하나 잘난 게 없는 거야.	10	70	20
집안에만 있는 거야.	10	10	80
자격지심 때문에 너무 힘들어요	10	80	10
이제 다음 시험 준비해야 하는데… 또 안 될 것 같거든요.	20	10	70
열 시간은 기본적으로 자	10	10	80
스케쥴때문에 몸무게가 줄었어	10	10	80
하나를 바로 딱 고르는 걸 못해	20	10	70
신나는 영화를 봐도 계속 기분이 별로야	70	20	10
힘든 일 겨우 이겨냈다고 생각했는데 정말 요즘 하루하루가 너무 지옥같아요.	10	10	80
